onset	duration	trial_type	memorize	clip_id	clip_type	mem_type
12	7	instruction	0	98	narrative	F
19	8	clip	0	98	narrative	F
32	11	instruction	1	138	narrative	R
43	8	clip	1	138	narrative	R
56	11	instruction	0	56	narrative	F
67	8	clip	0	56	narrative	F
80	9	instruction	0	42	narrative	F
89	8	clip	0	42	narrative	F
102	9	instruction	0	136	narrative	F
111	8	clip	0	136	narrative	F
124	9	instruction	0	37	narrative	F
133	8	clip	0	37	narrative	F
146	9	instruction	1	140	narrative	F
155	8	clip	1	140	narrative	F
168	7	instruction	0	78	narrative	F
175	8	clip	0	78	narrative	F
188	7	instruction	1	102	narrative	R
195	8	clip	1	102	narrative	R
208	11	instruction	1	129	narrative	F
219	8	clip	1	129	narrative	F
232	7	instruction	0	45	narrative	X
239	8	clip	0	45	narrative	X
252	11	instruction	1	53	narrative	R
263	8	clip	1	53	narrative	R
276	7	instruction	1	27	narrative	R
283	8	clip	1	27	narrative	R
296	7	instruction	0	121	narrative	R
303	8	clip	0	121	narrative	R
316	11	instruction	0	51	narrative	F
327	8	clip	0	51	narrative	F
340	11	instruction	0	59	narrative	X
351	8	clip	0	59	narrative	X
364	7	instruction	1	125	narrative	R
371	8	clip	1	125	narrative	R
384	9	instruction	1	46	narrative	R
393	8	clip	1	46	narrative	R
406	7	instruction	1	126	narrative	R
413	8	clip	1	126	narrative	R
426	9	instruction	0	19	narrative	R
435	8	clip	0	19	narrative	R
448	11	instruction	1	52	narrative	F
459	8	clip	1	52	narrative	F
472	9	instruction	1	50	narrative	F
481	8	clip	1	50	narrative	F
494	9	instruction	0	41	narrative	F
503	8	clip	0	41	narrative	F
516	7	instruction	0	6	narrative	F
523	8	clip	0	6	narrative	F
536	7	instruction	1	7	narrative	F
543	8	clip	1	7	narrative	F
556	7	instruction	1	38	narrative	F
563	8	clip	1	38	narrative	F
576	11	instruction	1	43	narrative	R
587	8	clip	1	43	narrative	R
600	11	instruction	0	54	narrative	F
611	8	clip	0	54	narrative	F
624	7	instruction	1	44	narrative	F
631	8	clip	1	44	narrative	F
644	7	instruction	1	77	narrative	X
651	8	clip	1	77	narrative	X
664	7	instruction	1	76	narrative	R
671	8	clip	1	76	narrative	R
684	7	instruction	0	122	narrative	F
691	8	clip	0	122	narrative	F
704	9	instruction	1	134	narrative	R
713	8	clip	1	134	narrative	R
726	11	instruction	0	55	narrative	F
737	8	clip	0	55	narrative	F
750	7	instruction	0	110	narrative	F
757	8	clip	0	110	narrative	F
770	7	instruction	1	28	narrative	F
777	8	clip	1	28	narrative	F
790	7	instruction	0	5	narrative	F
797	8	clip	0	5	narrative	F
810	7	instruction	0	39	narrative	F
817	8	clip	0	39	narrative	F
830	7	instruction	0	40	narrative	F
837	8	clip	0	40	narrative	F
850	9	instruction	1	49	narrative	R
859	8	clip	1	49	narrative	R
