onset	duration	trial_type	memorize	clip_id	clip_type	mem_type
12	7	instruction	0	11	narrative	F
19	8	clip	0	11	narrative	F
32	9	instruction	1	23	narrative	R
41	8	clip	1	23	narrative	R
54	9	instruction	1	32	narrative	F
63	8	clip	1	32	narrative	F
76	7	instruction	0	3	narrative	R
83	8	clip	0	3	narrative	R
96	7	instruction	1	34	narrative	F
103	8	clip	1	34	narrative	F
116	7	instruction	0	31	narrative	F
123	8	clip	0	31	narrative	F
136	9	instruction	1	19	narrative	F
145	8	clip	1	19	narrative	F
158	7	instruction	1	1	narrative	X
165	8	clip	1	1	narrative	X
178	11	instruction	0	150	control	control
189	8	clip	0	150	control	control
202	7	instruction	0	18	narrative	R
209	8	clip	0	18	narrative	R
222	11	instruction	0	148	control	control
233	8	clip	0	148	control	control
246	7	instruction	1	20	narrative	F
253	8	clip	1	20	narrative	F
266	11	instruction	1	21	narrative	F
277	8	clip	1	21	narrative	F
290	7	instruction	1	17	narrative	F
297	8	clip	1	17	narrative	F
310	9	instruction	0	28	narrative	F
319	8	clip	0	28	narrative	F
332	11	instruction	1	146	control	control
343	8	clip	1	146	control	control
356	11	instruction	1	10	narrative	F
367	8	clip	1	10	narrative	F
380	7	instruction	0	35	narrative	F
387	8	clip	0	35	narrative	F
400	11	instruction	0	149	control	control
411	8	clip	0	149	control	control
424	11	instruction	0	4	narrative	F
435	8	clip	0	4	narrative	F
448	7	instruction	1	25	narrative	F
455	8	clip	1	25	narrative	F
468	7	instruction	0	2	narrative	X
475	8	clip	0	2	narrative	X
488	9	instruction	0	7	narrative	F
497	8	clip	0	7	narrative	F
510	9	instruction	0	6	narrative	F
519	8	clip	0	6	narrative	F
532	11	instruction	1	147	control	control
543	8	clip	1	147	control	control
556	7	instruction	0	9	narrative	F
563	8	clip	0	9	narrative	F
576	9	instruction	1	22	narrative	F
585	8	clip	1	22	narrative	F
598	7	instruction	1	14	narrative	F
605	8	clip	1	14	narrative	F
618	7	instruction	1	26	narrative	F
625	8	clip	1	26	narrative	F
638	7	instruction	0	30	narrative	X
645	8	clip	0	30	narrative	X
658	7	instruction	1	13	narrative	F
665	8	clip	1	13	narrative	F
678	11	instruction	0	29	narrative	F
689	8	clip	0	29	narrative	F
702	7	instruction	0	8	narrative	F
709	8	clip	0	8	narrative	F
722	9	instruction	0	5	narrative	F
731	8	clip	0	5	narrative	F
744	9	instruction	0	27	narrative	F
753	8	clip	0	27	narrative	F
766	7	instruction	0	12	narrative	F
773	8	clip	0	12	narrative	F
786	7	instruction	1	16	narrative	F
793	8	clip	1	16	narrative	F
806	11	instruction	1	15	narrative	F
817	8	clip	1	15	narrative	F
830	7	instruction	1	33	narrative	F
837	8	clip	1	33	narrative	F
850	9	instruction	1	24	narrative	F
859	8	clip	1	24	narrative	F
