onset	duration	trial_type	memorize	clip_id	clip_type	mem_type
12	9	instruction	1	81	narrative	X
21	8	clip	1	81	narrative	X
34	9	instruction	1	84	narrative	F
43	8	clip	1	84	narrative	F
56	7	instruction	0	90	narrative	R
63	8	clip	0	90	narrative	R
76	9	instruction	0	96	narrative	X
85	8	clip	0	96	narrative	X
98	7	instruction	0	94	narrative	R
105	8	clip	0	94	narrative	R
118	9	instruction	0	72	narrative	X
127	8	clip	0	72	narrative	X
140	7	instruction	1	77	narrative	F
147	8	clip	1	77	narrative	F
160	9	instruction	0	82	narrative	F
169	8	clip	0	82	narrative	F
182	7	instruction	0	99	narrative	F
189	8	clip	0	99	narrative	F
202	9	instruction	1	80	narrative	R
211	8	clip	1	80	narrative	R
224	11	instruction	0	101	narrative	F
235	8	clip	0	101	narrative	F
248	11	instruction	1	95	narrative	R
259	8	clip	1	95	narrative	R
272	11	instruction	0	100	narrative	F
283	8	clip	0	100	narrative	F
296	11	instruction	1	73	narrative	F
307	8	clip	1	73	narrative	F
320	7	instruction	0	92	narrative	X
327	8	clip	0	92	narrative	X
340	7	instruction	1	102	narrative	F
347	8	clip	1	102	narrative	F
360	7	instruction	1	79	narrative	R
367	8	clip	1	79	narrative	R
380	9	instruction	0	83	narrative	F
389	8	clip	0	83	narrative	F
402	7	instruction	1	76	narrative	R
409	8	clip	1	76	narrative	R
422	7	instruction	0	105	narrative	R
429	8	clip	0	105	narrative	R
442	9	instruction	0	97	narrative	R
451	8	clip	0	97	narrative	R
464	7	instruction	1	78	narrative	F
471	8	clip	1	78	narrative	F
484	7	instruction	0	104	narrative	R
491	8	clip	0	104	narrative	R
504	11	instruction	1	152	control	control
515	8	clip	1	152	control	control
528	7	instruction	1	71	narrative	X
535	8	clip	1	71	narrative	X
548	11	instruction	0	155	control	control
559	8	clip	0	155	control	control
572	7	instruction	0	89	narrative	F
579	8	clip	0	89	narrative	F
592	7	instruction	1	98	narrative	R
599	8	clip	1	98	narrative	R
612	7	instruction	0	91	narrative	X
619	8	clip	0	91	narrative	X
632	11	instruction	1	151	control	control
643	8	clip	1	151	control	control
656	9	instruction	1	74	narrative	F
665	8	clip	1	74	narrative	F
678	11	instruction	0	153	control	control
689	8	clip	0	153	control	control
702	7	instruction	0	75	narrative	F
709	8	clip	0	75	narrative	F
722	7	instruction	1	87	narrative	F
729	8	clip	1	87	narrative	F
742	7	instruction	0	93	narrative	F
749	8	clip	0	93	narrative	F
762	9	instruction	1	85	narrative	R
771	8	clip	1	85	narrative	R
784	7	instruction	1	86	narrative	F
791	8	clip	1	86	narrative	F
804	11	instruction	0	154	control	control
815	8	clip	0	154	control	control
828	7	instruction	1	88	narrative	R
835	8	clip	1	88	narrative	R
848	11	instruction	1	103	narrative	R
859	8	clip	1	103	narrative	R
