onset	duration	trial_type	memorize	clip_id	clip_type	mem_type
12	7	instruction	1	41	narrative	X
19	8	clip	1	41	narrative	X
32	9	instruction	1	57	narrative	F
41	8	clip	1	57	narrative	F
54	7	instruction	0	54	narrative	R
61	8	clip	0	54	narrative	R
74	7	instruction	1	38	narrative	F
81	8	clip	1	38	narrative	F
94	9	instruction	1	60	narrative	R
103	8	clip	1	60	narrative	R
116	11	instruction	0	69	narrative	R
127	8	clip	0	69	narrative	R
140	7	instruction	0	52	narrative	F
147	8	clip	0	52	narrative	F
160	11	instruction	1	68	narrative	F
171	8	clip	1	68	narrative	F
184	11	instruction	1	157	control	control
195	8	clip	1	157	control	control
208	7	instruction	1	39	narrative	R
215	8	clip	1	39	narrative	R
228	7	instruction	0	50	narrative	F
235	8	clip	0	50	narrative	F
248	9	instruction	0	65	narrative	R
257	8	clip	0	65	narrative	R
270	7	instruction	0	49	narrative	R
277	8	clip	0	49	narrative	R
290	7	instruction	1	43	narrative	R
297	8	clip	1	43	narrative	R
310	9	instruction	0	64	narrative	F
319	8	clip	0	64	narrative	F
332	9	instruction	0	61	narrative	X
341	8	clip	0	61	narrative	X
354	11	instruction	1	66	narrative	F
365	8	clip	1	66	narrative	F
378	9	instruction	1	58	narrative	F
387	8	clip	1	58	narrative	F
400	9	instruction	0	62	narrative	R
409	8	clip	0	62	narrative	R
422	7	instruction	1	44	narrative	F
429	8	clip	1	44	narrative	F
442	11	instruction	1	67	narrative	R
453	8	clip	1	67	narrative	R
466	11	instruction	0	158	control	control
477	8	clip	0	158	control	control
490	7	instruction	0	46	narrative	R
497	8	clip	0	46	narrative	R
510	7	instruction	0	51	narrative	F
517	8	clip	0	51	narrative	F
530	7	instruction	1	40	narrative	F
537	8	clip	1	40	narrative	F
550	7	instruction	1	45	narrative	R
557	8	clip	1	45	narrative	R
570	11	instruction	0	70	narrative	F
581	8	clip	0	70	narrative	F
594	7	instruction	1	37	narrative	F
601	8	clip	1	37	narrative	F
614	9	instruction	1	56	narrative	R
623	8	clip	1	56	narrative	R
636	7	instruction	1	42	narrative	F
643	8	clip	1	42	narrative	F
656	7	instruction	0	53	narrative	F
663	8	clip	0	53	narrative	F
676	7	instruction	0	47	narrative	F
683	8	clip	0	47	narrative	F
696	11	instruction	0	159	control	control
707	8	clip	0	159	control	control
720	7	instruction	0	55	narrative	F
727	8	clip	0	55	narrative	F
740	11	instruction	0	160	control	control
751	8	clip	0	160	control	control
764	7	instruction	1	36	narrative	F
771	8	clip	1	36	narrative	F
784	11	instruction	1	156	control	control
795	8	clip	1	156	control	control
808	9	instruction	1	59	narrative	R
817	8	clip	1	59	narrative	R
830	9	instruction	0	63	narrative	F
839	8	clip	0	63	narrative	F
852	7	instruction	0	48	narrative	R
859	8	clip	0	48	narrative	R
