onset	duration	trial_type	memorize	clip_id	clip_type	mem_type
12	7	instruction	0	81	narrative	F
19	8	clip	0	81	narrative	F
32	7	instruction	1	72	narrative	F
39	8	clip	1	72	narrative	F
52	11	instruction	1	102	narrative	F
63	8	clip	1	102	narrative	F
76	11	instruction	0	104	narrative	R
87	8	clip	0	104	narrative	R
100	9	instruction	1	91	narrative	F
109	8	clip	1	91	narrative	F
122	7	instruction	1	73	narrative	F
129	8	clip	1	73	narrative	F
142	9	instruction	1	94	narrative	R
151	8	clip	1	94	narrative	R
164	9	instruction	1	95	narrative	R
173	8	clip	1	95	narrative	R
186	9	instruction	0	97	narrative	R
195	8	clip	0	97	narrative	R
208	7	instruction	1	71	narrative	F
215	8	clip	1	71	narrative	F
228	11	instruction	1	142	control	control
239	8	clip	1	142	control	control
252	7	instruction	1	77	narrative	F
259	8	clip	1	77	narrative	F
272	9	instruction	0	98	narrative	R
281	8	clip	0	98	narrative	R
294	7	instruction	0	83	narrative	F
301	8	clip	0	83	narrative	F
314	7	instruction	1	75	narrative	F
321	8	clip	1	75	narrative	F
334	11	instruction	1	101	narrative	R
345	8	clip	1	101	narrative	R
358	7	instruction	0	85	narrative	F
365	8	clip	0	85	narrative	F
378	11	instruction	0	105	narrative	F
389	8	clip	0	105	narrative	F
402	7	instruction	1	79	narrative	R
409	8	clip	1	79	narrative	R
422	7	instruction	1	78	narrative	F
429	8	clip	1	78	narrative	F
442	11	instruction	0	145	control	control
453	8	clip	0	145	control	control
466	11	instruction	0	144	control	control
477	8	clip	0	144	control	control
490	7	instruction	0	89	narrative	F
497	8	clip	0	89	narrative	F
510	9	instruction	0	96	narrative	F
519	8	clip	0	96	narrative	F
532	9	instruction	1	93	narrative	R
541	8	clip	1	93	narrative	R
554	7	instruction	1	76	narrative	F
561	8	clip	1	76	narrative	F
574	7	instruction	0	86	narrative	F
581	8	clip	0	86	narrative	F
594	9	instruction	0	100	narrative	R
603	8	clip	0	100	narrative	R
616	11	instruction	0	103	narrative	R
627	8	clip	0	103	narrative	R
640	7	instruction	0	84	narrative	F
647	8	clip	0	84	narrative	F
660	11	instruction	1	141	control	control
671	8	clip	1	141	control	control
684	9	instruction	1	92	narrative	R
693	8	clip	1	92	narrative	R
706	9	instruction	0	99	narrative	F
715	8	clip	0	99	narrative	F
728	11	instruction	1	143	control	control
739	8	clip	1	143	control	control
752	7	instruction	0	87	narrative	R
759	8	clip	0	87	narrative	R
772	7	instruction	0	90	narrative	F
779	8	clip	0	90	narrative	F
792	7	instruction	1	74	narrative	R
799	8	clip	1	74	narrative	R
812	7	instruction	0	88	narrative	R
819	8	clip	0	88	narrative	R
832	7	instruction	0	82	narrative	R
839	8	clip	0	82	narrative	R
852	7	instruction	1	80	narrative	F
859	8	clip	1	80	narrative	F
