onset	duration	trial_type	memorize	clip_id	clip_type	mem_type
12	7	instruction	0	84	narrative	F
19	8	clip	0	84	narrative	F
32	7	instruction	0	88	narrative	F
39	8	clip	0	88	narrative	F
52	7	instruction	1	78	narrative	R
59	8	clip	1	78	narrative	R
72	9	instruction	0	100	narrative	F
81	8	clip	0	100	narrative	F
94	9	instruction	1	95	narrative	F
103	8	clip	1	95	narrative	F
116	7	instruction	1	72	narrative	F
123	8	clip	1	72	narrative	F
136	11	instruction	1	146	control	control
147	8	clip	1	146	control	control
160	7	instruction	1	79	narrative	R
167	8	clip	1	79	narrative	R
180	11	instruction	0	149	control	control
191	8	clip	0	149	control	control
204	7	instruction	1	75	narrative	F
211	8	clip	1	75	narrative	F
224	7	instruction	0	90	narrative	F
231	8	clip	0	90	narrative	F
244	7	instruction	1	80	narrative	F
251	8	clip	1	80	narrative	F
264	11	instruction	0	105	narrative	R
275	8	clip	0	105	narrative	R
288	7	instruction	0	85	narrative	F
295	8	clip	0	85	narrative	F
308	11	instruction	1	147	control	control
319	8	clip	1	147	control	control
332	7	instruction	1	74	narrative	F
339	8	clip	1	74	narrative	F
352	9	instruction	1	93	narrative	F
361	8	clip	1	93	narrative	F
374	9	instruction	0	98	narrative	F
383	8	clip	0	98	narrative	F
396	11	instruction	0	150	control	control
407	8	clip	0	150	control	control
420	7	instruction	0	82	narrative	F
427	8	clip	0	82	narrative	F
440	7	instruction	1	73	narrative	F
447	8	clip	1	73	narrative	F
460	9	instruction	0	97	narrative	R
469	8	clip	0	97	narrative	R
482	7	instruction	0	86	narrative	F
489	8	clip	0	86	narrative	F
502	7	instruction	1	77	narrative	F
509	8	clip	1	77	narrative	F
522	7	instruction	0	87	narrative	F
529	8	clip	0	87	narrative	F
542	7	instruction	0	81	narrative	F
549	8	clip	0	81	narrative	F
562	11	instruction	0	103	narrative	R
573	8	clip	0	103	narrative	R
586	9	instruction	1	91	narrative	F
595	8	clip	1	91	narrative	F
608	9	instruction	0	99	narrative	F
617	8	clip	0	99	narrative	F
630	9	instruction	1	94	narrative	R
639	8	clip	1	94	narrative	R
652	9	instruction	0	96	narrative	F
661	8	clip	0	96	narrative	F
674	11	instruction	1	148	control	control
685	8	clip	1	148	control	control
698	7	instruction	1	76	narrative	R
705	8	clip	1	76	narrative	R
718	11	instruction	0	104	narrative	R
729	8	clip	0	104	narrative	R
742	11	instruction	1	102	narrative	R
753	8	clip	1	102	narrative	R
766	7	instruction	0	89	narrative	F
773	8	clip	0	89	narrative	F
786	7	instruction	1	71	narrative	F
793	8	clip	1	71	narrative	F
806	7	instruction	0	83	narrative	F
813	8	clip	0	83	narrative	F
826	9	instruction	1	92	narrative	F
835	8	clip	1	92	narrative	F
848	11	instruction	1	101	narrative	R
859	8	clip	1	101	narrative	R
