onset	duration	trial_type	memorize	clip_id	clip_type	mem_type
12	7	instruction	0	76	narrative	R
19	8	clip	0	76	narrative	R
32	11	instruction	0	158	control	control
43	8	clip	0	158	control	control
56	7	instruction	0	75	narrative	F
63	8	clip	0	75	narrative	F
76	9	instruction	0	92	narrative	F
85	8	clip	0	92	narrative	F
98	11	instruction	0	101	narrative	F
109	8	clip	0	101	narrative	F
122	7	instruction	1	82	narrative	R
129	8	clip	1	82	narrative	R
142	7	instruction	1	86	narrative	F
149	8	clip	1	86	narrative	F
162	7	instruction	0	72	narrative	X
169	8	clip	0	72	narrative	X
182	11	instruction	1	104	narrative	R
193	8	clip	1	104	narrative	R
206	9	instruction	0	94	narrative	R
215	8	clip	0	94	narrative	R
228	11	instruction	1	105	narrative	R
239	8	clip	1	105	narrative	R
252	9	instruction	0	91	narrative	R
261	8	clip	0	91	narrative	R
274	7	instruction	1	83	narrative	F
281	8	clip	1	83	narrative	F
294	7	instruction	1	90	narrative	R
301	8	clip	1	90	narrative	R
314	7	instruction	1	85	narrative	F
321	8	clip	1	85	narrative	F
334	7	instruction	1	87	narrative	F
341	8	clip	1	87	narrative	F
354	7	instruction	0	80	narrative	F
361	8	clip	0	80	narrative	F
374	9	instruction	1	96	narrative	R
383	8	clip	1	96	narrative	R
396	11	instruction	0	102	narrative	F
407	8	clip	0	102	narrative	F
420	7	instruction	1	81	narrative	F
427	8	clip	1	81	narrative	F
440	9	instruction	1	100	narrative	F
449	8	clip	1	100	narrative	F
462	7	instruction	0	79	narrative	R
469	8	clip	0	79	narrative	R
482	7	instruction	0	73	narrative	F
489	8	clip	0	73	narrative	F
502	11	instruction	0	159	control	control
513	8	clip	0	159	control	control
526	9	instruction	1	99	narrative	F
535	8	clip	1	99	narrative	F
548	7	instruction	0	71	narrative	F
555	8	clip	0	71	narrative	F
568	11	instruction	1	157	control	control
579	8	clip	1	157	control	control
592	7	instruction	1	84	narrative	F
599	8	clip	1	84	narrative	F
612	9	instruction	1	98	narrative	F
621	8	clip	1	98	narrative	F
634	11	instruction	0	160	control	control
645	8	clip	0	160	control	control
658	7	instruction	1	88	narrative	F
665	8	clip	1	88	narrative	F
678	7	instruction	0	78	narrative	F
685	8	clip	0	78	narrative	F
698	9	instruction	1	97	narrative	R
707	8	clip	1	97	narrative	R
720	11	instruction	1	156	control	control
731	8	clip	1	156	control	control
744	9	instruction	0	95	narrative	X
753	8	clip	0	95	narrative	X
766	7	instruction	0	74	narrative	F
773	8	clip	0	74	narrative	F
786	7	instruction	0	77	narrative	F
793	8	clip	0	77	narrative	F
806	11	instruction	1	103	narrative	R
817	8	clip	1	103	narrative	R
830	7	instruction	1	89	narrative	R
837	8	clip	1	89	narrative	R
850	9	instruction	0	93	narrative	F
859	8	clip	0	93	narrative	F
