onset	duration	trial_type	memorize	clip_id	clip_type	mem_type
12	7	instruction	0	87	narrative	F
19	8	clip	0	87	narrative	F
32	11	instruction	0	73	narrative	F
43	8	clip	0	73	narrative	F
56	7	instruction	0	76	narrative	R
63	8	clip	0	76	narrative	R
76	9	instruction	1	96	narrative	R
85	8	clip	1	96	narrative	R
98	9	instruction	1	72	narrative	F
107	8	clip	1	72	narrative	F
120	9	instruction	1	97	narrative	R
129	8	clip	1	97	narrative	R
142	7	instruction	0	79	narrative	R
149	8	clip	0	79	narrative	R
162	11	instruction	1	151	control	control
173	8	clip	1	151	control	control
186	7	instruction	1	91	narrative	F
193	8	clip	1	91	narrative	F
206	7	instruction	0	98	narrative	F
213	8	clip	0	98	narrative	F
226	7	instruction	1	105	narrative	R
233	8	clip	1	105	narrative	R
246	7	instruction	0	102	narrative	F
253	8	clip	0	102	narrative	F
266	9	instruction	0	74	narrative	F
275	8	clip	0	74	narrative	F
288	7	instruction	0	71	narrative	F
295	8	clip	0	71	narrative	F
308	11	instruction	0	155	control	control
319	8	clip	0	155	control	control
332	7	instruction	1	94	narrative	R
339	8	clip	1	94	narrative	R
352	7	instruction	1	90	narrative	R
359	8	clip	1	90	narrative	R
372	11	instruction	1	101	narrative	F
383	8	clip	1	101	narrative	F
396	7	instruction	1	92	narrative	F
403	8	clip	1	92	narrative	F
416	9	instruction	0	80	narrative	X
425	8	clip	0	80	narrative	X
438	9	instruction	1	83	narrative	X
447	8	clip	1	83	narrative	X
460	11	instruction	1	153	control	control
471	8	clip	1	153	control	control
484	9	instruction	0	81	narrative	X
493	8	clip	0	81	narrative	X
506	7	instruction	1	89	narrative	F
513	8	clip	1	89	narrative	F
526	11	instruction	1	152	control	control
537	8	clip	1	152	control	control
550	11	instruction	0	154	control	control
561	8	clip	0	154	control	control
574	7	instruction	0	86	narrative	F
581	8	clip	0	86	narrative	F
594	9	instruction	1	82	narrative	F
603	8	clip	1	82	narrative	F
616	7	instruction	0	77	narrative	R
623	8	clip	0	77	narrative	R
636	9	instruction	0	85	narrative	F
645	8	clip	0	85	narrative	F
658	7	instruction	1	99	narrative	F
665	8	clip	1	99	narrative	F
678	7	instruction	1	75	narrative	F
685	8	clip	1	75	narrative	F
698	7	instruction	1	104	narrative	R
705	8	clip	1	104	narrative	R
718	11	instruction	1	100	narrative	F
729	8	clip	1	100	narrative	F
742	9	instruction	0	84	narrative	F
751	8	clip	0	84	narrative	F
764	7	instruction	0	88	narrative	R
771	8	clip	0	88	narrative	R
784	7	instruction	0	78	narrative	F
791	8	clip	0	78	narrative	F
804	11	instruction	0	95	narrative	F
815	8	clip	0	95	narrative	F
828	11	instruction	0	103	narrative	F
839	8	clip	0	103	narrative	F
852	7	instruction	1	93	narrative	F
859	8	clip	1	93	narrative	F
