onset	duration	trial_type	memorize	clip_id	clip_type	mem_type
12	7	instruction	1	125	narrative	R
19	8	clip	1	125	narrative	R
32	11	instruction	0	154	control	control
43	8	clip	0	154	control	control
56	7	instruction	0	112	narrative	R
63	8	clip	0	112	narrative	R
76	9	instruction	0	128	narrative	R
85	8	clip	0	128	narrative	R
98	7	instruction	0	111	narrative	R
105	8	clip	0	111	narrative	R
118	7	instruction	1	116	narrative	R
125	8	clip	1	116	narrative	R
138	7	instruction	0	114	narrative	R
145	8	clip	0	114	narrative	R
158	7	instruction	1	124	narrative	F
165	8	clip	1	124	narrative	F
178	11	instruction	1	153	control	control
189	8	clip	1	153	control	control
202	9	instruction	0	130	narrative	F
211	8	clip	0	130	narrative	F
224	7	instruction	1	121	narrative	F
231	8	clip	1	121	narrative	F
244	7	instruction	1	122	narrative	F
251	8	clip	1	122	narrative	F
264	7	instruction	1	117	narrative	F
271	8	clip	1	117	narrative	F
284	11	instruction	0	137	narrative	R
295	8	clip	0	137	narrative	R
308	7	instruction	0	106	narrative	R
315	8	clip	0	106	narrative	R
328	7	instruction	1	119	narrative	F
335	8	clip	1	119	narrative	F
348	7	instruction	0	115	narrative	R
355	8	clip	0	115	narrative	R
368	11	instruction	1	151	control	control
379	8	clip	1	151	control	control
392	11	instruction	0	136	narrative	F
403	8	clip	0	136	narrative	F
416	7	instruction	1	120	narrative	R
423	8	clip	1	120	narrative	R
436	11	instruction	1	140	narrative	R
447	8	clip	1	140	narrative	R
460	11	instruction	0	155	control	control
471	8	clip	0	155	control	control
484	9	instruction	0	129	narrative	F
493	8	clip	0	129	narrative	F
506	11	instruction	1	152	control	control
517	8	clip	1	152	control	control
530	7	instruction	1	118	narrative	R
537	8	clip	1	118	narrative	R
550	9	instruction	1	133	narrative	F
559	8	clip	1	133	narrative	F
572	7	instruction	0	109	narrative	R
579	8	clip	0	109	narrative	R
592	11	instruction	1	139	narrative	R
603	8	clip	1	139	narrative	R
616	9	instruction	1	131	narrative	F
625	8	clip	1	131	narrative	F
638	9	instruction	1	134	narrative	R
647	8	clip	1	134	narrative	R
660	9	instruction	0	127	narrative	R
669	8	clip	0	127	narrative	R
682	7	instruction	0	108	narrative	F
689	8	clip	0	108	narrative	F
702	7	instruction	0	110	narrative	X
709	8	clip	0	110	narrative	X
722	7	instruction	0	107	narrative	F
729	8	clip	0	107	narrative	F
742	7	instruction	0	113	narrative	R
749	8	clip	0	113	narrative	R
762	9	instruction	0	126	narrative	F
771	8	clip	0	126	narrative	F
784	9	instruction	1	132	narrative	F
793	8	clip	1	132	narrative	F
806	9	instruction	1	135	narrative	R
815	8	clip	1	135	narrative	R
828	7	instruction	1	123	narrative	F
835	8	clip	1	123	narrative	F
848	11	instruction	0	138	narrative	F
859	8	clip	0	138	narrative	F
