onset	duration	trial_type	memorize	clip_id	clip_type	mem_type
12	7	instruction	0	3	narrative	F
19	8	clip	0	3	narrative	F
32	7	instruction	1	34	narrative	F
39	8	clip	1	34	narrative	F
52	7	instruction	1	14	narrative	F
59	8	clip	1	14	narrative	F
72	11	instruction	0	29	narrative	F
83	8	clip	0	29	narrative	F
96	11	instruction	1	147	control	control
107	8	clip	1	147	control	control
120	11	instruction	1	146	control	control
131	8	clip	1	146	control	control
144	7	instruction	1	25	narrative	F
151	8	clip	1	25	narrative	F
164	11	instruction	1	10	narrative	R
175	8	clip	1	10	narrative	R
188	7	instruction	1	1	narrative	R
195	8	clip	1	1	narrative	R
208	11	instruction	0	4	narrative	F
219	8	clip	0	4	narrative	F
232	11	instruction	0	150	control	control
243	8	clip	0	150	control	control
256	7	instruction	0	31	narrative	R
263	8	clip	0	31	narrative	R
276	9	instruction	0	6	narrative	F
285	8	clip	0	6	narrative	F
298	9	instruction	1	22	narrative	R
307	8	clip	1	22	narrative	R
320	7	instruction	1	17	narrative	F
327	8	clip	1	17	narrative	F
340	7	instruction	1	20	narrative	R
347	8	clip	1	20	narrative	R
360	9	instruction	1	23	narrative	R
369	8	clip	1	23	narrative	R
382	7	instruction	1	13	narrative	F
389	8	clip	1	13	narrative	F
402	11	instruction	0	148	control	control
413	8	clip	0	148	control	control
426	9	instruction	0	27	narrative	R
435	8	clip	0	27	narrative	R
448	7	instruction	0	30	narrative	R
455	8	clip	0	30	narrative	R
468	7	instruction	0	18	narrative	F
475	8	clip	0	18	narrative	F
488	7	instruction	0	2	narrative	X
495	8	clip	0	2	narrative	X
508	7	instruction	0	9	narrative	F
515	8	clip	0	9	narrative	F
528	9	instruction	1	32	narrative	R
537	8	clip	1	32	narrative	R
550	11	instruction	1	15	narrative	F
561	8	clip	1	15	narrative	F
574	11	instruction	1	21	narrative	F
585	8	clip	1	21	narrative	F
598	9	instruction	0	7	narrative	F
607	8	clip	0	7	narrative	F
620	7	instruction	0	8	narrative	F
627	8	clip	0	8	narrative	F
640	9	instruction	1	24	narrative	R
649	8	clip	1	24	narrative	R
662	7	instruction	1	33	narrative	R
669	8	clip	1	33	narrative	R
682	9	instruction	0	28	narrative	R
691	8	clip	0	28	narrative	R
704	9	instruction	1	19	narrative	F
713	8	clip	1	19	narrative	F
726	7	instruction	0	11	narrative	F
733	8	clip	0	11	narrative	F
746	11	instruction	0	149	control	control
757	8	clip	0	149	control	control
770	7	instruction	1	26	narrative	R
777	8	clip	1	26	narrative	R
790	7	instruction	1	16	narrative	F
797	8	clip	1	16	narrative	F
810	9	instruction	0	5	narrative	F
819	8	clip	0	5	narrative	F
832	7	instruction	0	12	narrative	F
839	8	clip	0	12	narrative	F
852	7	instruction	0	35	narrative	F
859	8	clip	0	35	narrative	F
