onset	duration	trial_type	memorize	clip_id	clip_type	mem_type
12	11	instruction	0	144	control	control
23	8	clip	0	144	control	control
36	9	instruction	0	23	narrative	R
45	8	clip	0	23	narrative	R
58	7	instruction	0	6	narrative	F
65	8	clip	0	6	narrative	F
78	11	instruction	1	142	control	control
89	8	clip	1	142	control	control
102	7	instruction	0	7	narrative	F
109	8	clip	0	7	narrative	F
122	7	instruction	0	10	narrative	R
129	8	clip	0	10	narrative	R
142	7	instruction	0	5	narrative	F
149	8	clip	0	5	narrative	F
162	7	instruction	0	2	narrative	R
169	8	clip	0	2	narrative	R
182	7	instruction	1	20	narrative	R
189	8	clip	1	20	narrative	R
202	7	instruction	0	8	narrative	F
209	8	clip	0	8	narrative	F
222	11	instruction	1	34	narrative	R
233	8	clip	1	34	narrative	R
246	7	instruction	0	3	narrative	R
253	8	clip	0	3	narrative	R
266	11	instruction	0	31	narrative	F
277	8	clip	0	31	narrative	F
290	7	instruction	0	4	narrative	F
297	8	clip	0	4	narrative	F
310	9	instruction	1	29	narrative	R
319	8	clip	1	29	narrative	R
332	9	instruction	0	24	narrative	R
341	8	clip	0	24	narrative	R
354	9	instruction	1	26	narrative	F
363	8	clip	1	26	narrative	F
376	9	instruction	0	21	narrative	X
385	8	clip	0	21	narrative	X
398	9	instruction	0	22	narrative	R
407	8	clip	0	22	narrative	R
420	7	instruction	1	16	narrative	F
427	8	clip	1	16	narrative	F
440	9	instruction	0	25	narrative	F
449	8	clip	0	25	narrative	F
462	7	instruction	1	19	narrative	F
469	8	clip	1	19	narrative	F
482	7	instruction	0	1	narrative	R
489	8	clip	0	1	narrative	R
502	7	instruction	1	11	narrative	R
509	8	clip	1	11	narrative	R
522	11	instruction	0	32	narrative	F
533	8	clip	0	32	narrative	F
546	9	instruction	1	28	narrative	R
555	8	clip	1	28	narrative	R
568	7	instruction	1	12	narrative	F
575	8	clip	1	12	narrative	F
588	11	instruction	1	33	narrative	R
599	8	clip	1	33	narrative	R
612	7	instruction	1	17	narrative	R
619	8	clip	1	17	narrative	R
632	7	instruction	1	18	narrative	F
639	8	clip	1	18	narrative	F
652	7	instruction	1	15	narrative	F
659	8	clip	1	15	narrative	F
672	11	instruction	1	141	control	control
683	8	clip	1	141	control	control
696	7	instruction	1	13	narrative	F
703	8	clip	1	13	narrative	F
716	11	instruction	0	145	control	control
727	8	clip	0	145	control	control
740	7	instruction	1	14	narrative	R
747	8	clip	1	14	narrative	R
760	9	instruction	1	27	narrative	F
769	8	clip	1	27	narrative	F
782	7	instruction	0	9	narrative	F
789	8	clip	0	9	narrative	F
802	11	instruction	1	35	narrative	F
813	8	clip	1	35	narrative	F
826	11	instruction	0	143	control	control
837	8	clip	0	143	control	control
850	9	instruction	1	30	narrative	R
859	8	clip	1	30	narrative	R
