onset	duration	trial_type	memorize	clip_id	clip_type	mem_type
12	7	instruction	1	98	narrative	F
19	8	clip	1	98	narrative	F
32	11	instruction	1	152	control	control
43	8	clip	1	152	control	control
56	9	instruction	1	85	narrative	F
65	8	clip	1	85	narrative	F
78	7	instruction	0	92	narrative	R
85	8	clip	0	92	narrative	R
98	9	instruction	0	96	narrative	F
107	8	clip	0	96	narrative	F
120	9	instruction	1	84	narrative	F
129	8	clip	1	84	narrative	F
142	9	instruction	0	83	narrative	F
151	8	clip	0	83	narrative	F
164	7	instruction	1	77	narrative	R
171	8	clip	1	77	narrative	R
184	7	instruction	0	93	narrative	F
191	8	clip	0	93	narrative	F
204	7	instruction	0	104	narrative	F
211	8	clip	0	104	narrative	F
224	7	instruction	1	86	narrative	F
231	8	clip	1	86	narrative	F
244	7	instruction	0	105	narrative	F
251	8	clip	0	105	narrative	F
264	7	instruction	1	71	narrative	F
271	8	clip	1	71	narrative	F
284	9	instruction	1	81	narrative	X
293	8	clip	1	81	narrative	X
306	7	instruction	1	76	narrative	R
313	8	clip	1	76	narrative	R
326	7	instruction	0	89	narrative	F
333	8	clip	0	89	narrative	F
346	11	instruction	1	73	narrative	F
357	8	clip	1	73	narrative	F
370	9	instruction	1	74	narrative	R
379	8	clip	1	74	narrative	R
392	7	instruction	1	78	narrative	F
399	8	clip	1	78	narrative	F
412	11	instruction	1	151	control	control
423	8	clip	1	151	control	control
436	11	instruction	0	154	control	control
447	8	clip	0	154	control	control
460	7	instruction	1	102	narrative	R
467	8	clip	1	102	narrative	R
480	9	instruction	0	72	narrative	X
489	8	clip	0	72	narrative	X
502	7	instruction	0	90	narrative	F
509	8	clip	0	90	narrative	F
522	7	instruction	0	99	narrative	F
529	8	clip	0	99	narrative	F
542	7	instruction	0	91	narrative	F
549	8	clip	0	91	narrative	F
562	7	instruction	0	75	narrative	F
569	8	clip	0	75	narrative	F
582	7	instruction	1	79	narrative	R
589	8	clip	1	79	narrative	R
602	11	instruction	0	101	narrative	F
613	8	clip	0	101	narrative	F
626	7	instruction	1	88	narrative	R
633	8	clip	1	88	narrative	R
646	11	instruction	1	103	narrative	R
657	8	clip	1	103	narrative	R
670	9	instruction	1	80	narrative	R
679	8	clip	1	80	narrative	R
692	11	instruction	1	95	narrative	X
703	8	clip	1	95	narrative	X
716	9	instruction	0	97	narrative	R
725	8	clip	0	97	narrative	R
738	11	instruction	0	155	control	control
749	8	clip	0	155	control	control
762	7	instruction	1	87	narrative	F
769	8	clip	1	87	narrative	F
782	11	instruction	0	100	narrative	R
793	8	clip	0	100	narrative	R
806	7	instruction	0	94	narrative	R
813	8	clip	0	94	narrative	R
826	11	instruction	0	153	control	control
837	8	clip	0	153	control	control
850	9	instruction	0	82	narrative	F
859	8	clip	0	82	narrative	F
