onset	duration	trial_type	memorize	clip_id	clip_type	mem_type
12	9	instruction	0	120	narrative	F
21	8	clip	0	120	narrative	F
34	7	instruction	0	125	narrative	R
41	8	clip	0	125	narrative	R
54	7	instruction	1	134	narrative	R
61	8	clip	1	134	narrative	R
74	7	instruction	0	122	narrative	F
81	8	clip	0	122	narrative	F
94	7	instruction	0	115	narrative	R
101	8	clip	0	115	narrative	R
114	7	instruction	1	109	narrative	R
121	8	clip	1	109	narrative	R
134	11	instruction	1	148	control	control
145	8	clip	1	148	control	control
158	11	instruction	0	131	narrative	R
169	8	clip	0	131	narrative	R
182	9	instruction	0	108	narrative	F
191	8	clip	0	108	narrative	F
204	9	instruction	1	118	narrative	F
213	8	clip	1	118	narrative	F
226	7	instruction	1	138	narrative	F
233	8	clip	1	138	narrative	F
246	11	instruction	1	124	narrative	F
257	8	clip	1	124	narrative	F
270	7	instruction	0	126	narrative	R
277	8	clip	0	126	narrative	R
290	9	instruction	0	137	narrative	F
299	8	clip	0	137	narrative	F
312	9	instruction	1	111	narrative	R
321	8	clip	1	111	narrative	R
334	11	instruction	0	133	narrative	F
345	8	clip	0	133	narrative	F
358	11	instruction	1	147	control	control
369	8	clip	1	147	control	control
382	11	instruction	1	146	control	control
393	8	clip	1	146	control	control
406	11	instruction	1	127	narrative	R
417	8	clip	1	127	narrative	R
430	7	instruction	1	123	narrative	F
437	8	clip	1	123	narrative	F
450	7	instruction	0	114	narrative	R
457	8	clip	0	114	narrative	R
470	9	instruction	0	113	narrative	R
479	8	clip	0	113	narrative	R
492	7	instruction	1	112	narrative	F
499	8	clip	1	112	narrative	F
512	7	instruction	0	128	narrative	R
519	8	clip	0	128	narrative	R
532	7	instruction	1	129	narrative	F
539	8	clip	1	129	narrative	F
552	7	instruction	1	136	narrative	F
559	8	clip	1	136	narrative	F
572	7	instruction	0	135	narrative	R
579	8	clip	0	135	narrative	R
592	9	instruction	1	116	narrative	R
601	8	clip	1	116	narrative	R
614	7	instruction	0	121	narrative	F
621	8	clip	0	121	narrative	F
634	11	instruction	0	149	control	control
645	8	clip	0	149	control	control
658	7	instruction	1	110	narrative	F
665	8	clip	1	110	narrative	F
678	7	instruction	1	139	narrative	R
685	8	clip	1	139	narrative	R
698	11	instruction	0	150	control	control
709	8	clip	0	150	control	control
722	7	instruction	0	130	narrative	F
729	8	clip	0	130	narrative	F
742	11	instruction	0	132	narrative	F
753	8	clip	0	132	narrative	F
766	9	instruction	1	119	narrative	F
775	8	clip	1	119	narrative	F
788	9	instruction	0	107	narrative	R
797	8	clip	0	107	narrative	R
810	7	instruction	1	140	narrative	R
817	8	clip	1	140	narrative	R
830	7	instruction	0	106	narrative	X
837	8	clip	0	106	narrative	X
850	9	instruction	1	117	narrative	F
859	8	clip	1	117	narrative	F
