onset	duration	trial_type	memorize	clip_id	clip_type	mem_type
12	9	instruction	1	126	narrative	X
21	8	clip	1	126	narrative	X
34	7	instruction	0	118	narrative	R
41	8	clip	0	118	narrative	R
54	11	instruction	0	139	narrative	R
65	8	clip	0	139	narrative	R
78	7	instruction	1	107	narrative	R
85	8	clip	1	107	narrative	R
98	7	instruction	0	119	narrative	F
105	8	clip	0	119	narrative	F
118	7	instruction	0	120	narrative	R
125	8	clip	0	120	narrative	R
138	9	instruction	1	130	narrative	R
147	8	clip	1	130	narrative	R
160	7	instruction	1	111	narrative	X
167	8	clip	1	111	narrative	X
180	11	instruction	0	140	narrative	F
191	8	clip	0	140	narrative	F
204	9	instruction	0	135	narrative	R
213	8	clip	0	135	narrative	R
226	7	instruction	0	121	narrative	F
233	8	clip	0	121	narrative	F
246	11	instruction	1	137	narrative	R
257	8	clip	1	137	narrative	R
270	7	instruction	1	109	narrative	R
277	8	clip	1	109	narrative	R
290	7	instruction	0	117	narrative	F
297	8	clip	0	117	narrative	F
310	11	instruction	0	153	control	control
321	8	clip	0	153	control	control
334	7	instruction	1	114	narrative	R
341	8	clip	1	114	narrative	R
354	7	instruction	0	123	narrative	F
361	8	clip	0	123	narrative	F
374	7	instruction	0	125	narrative	R
381	8	clip	0	125	narrative	R
394	11	instruction	1	136	narrative	F
405	8	clip	1	136	narrative	F
418	7	instruction	1	112	narrative	R
425	8	clip	1	112	narrative	R
438	7	instruction	1	110	narrative	R
445	8	clip	1	110	narrative	R
458	9	instruction	0	131	narrative	R
467	8	clip	0	131	narrative	R
480	9	instruction	0	133	narrative	R
489	8	clip	0	133	narrative	R
502	7	instruction	1	115	narrative	R
509	8	clip	1	115	narrative	R
522	7	instruction	0	122	narrative	F
529	8	clip	0	122	narrative	F
542	7	instruction	0	116	narrative	R
549	8	clip	0	116	narrative	R
562	9	instruction	0	132	narrative	R
571	8	clip	0	132	narrative	R
584	11	instruction	1	151	control	control
595	8	clip	1	151	control	control
608	11	instruction	1	138	narrative	X
619	8	clip	1	138	narrative	X
632	7	instruction	0	124	narrative	F
639	8	clip	0	124	narrative	F
652	9	instruction	0	134	narrative	R
661	8	clip	0	134	narrative	R
674	9	instruction	1	127	narrative	F
683	8	clip	1	127	narrative	F
696	9	instruction	1	128	narrative	F
705	8	clip	1	128	narrative	F
718	11	instruction	1	152	control	control
729	8	clip	1	152	control	control
742	11	instruction	0	155	control	control
753	8	clip	0	155	control	control
766	7	instruction	1	108	narrative	F
773	8	clip	1	108	narrative	F
786	11	instruction	0	154	control	control
797	8	clip	0	154	control	control
810	9	instruction	1	129	narrative	R
819	8	clip	1	129	narrative	R
832	7	instruction	1	113	narrative	R
839	8	clip	1	113	narrative	R
852	7	instruction	1	106	narrative	R
859	8	clip	1	106	narrative	R
