onset	duration	trial_type	memorize	clip_id	clip_type	mem_type
12	11	instruction	1	100	narrative	R
23	8	clip	1	100	narrative	R
36	11	instruction	0	101	narrative	R
47	8	clip	0	101	narrative	R
60	9	instruction	1	82	narrative	R
69	8	clip	1	82	narrative	R
82	7	instruction	0	71	narrative	F
89	8	clip	0	71	narrative	F
102	7	instruction	1	58	narrative	R
109	8	clip	1	58	narrative	R
122	7	instruction	0	66	narrative	R
129	8	clip	0	66	narrative	R
142	9	instruction	0	123	narrative	F
151	8	clip	0	123	narrative	F
164	11	instruction	0	112	narrative	F
175	8	clip	0	112	narrative	F
188	11	instruction	1	70	narrative	F
199	8	clip	1	70	narrative	F
212	11	instruction	1	139	narrative	R
223	8	clip	1	139	narrative	R
236	11	instruction	1	74	narrative	X
247	8	clip	1	74	narrative	X
260	7	instruction	0	64	narrative	F
267	8	clip	0	64	narrative	F
280	11	instruction	0	73	narrative	F
291	8	clip	0	73	narrative	F
304	9	instruction	0	4	narrative	F
313	8	clip	0	4	narrative	F
326	7	instruction	1	57	narrative	R
333	8	clip	1	57	narrative	R
346	7	instruction	0	65	narrative	F
353	8	clip	0	65	narrative	F
366	7	instruction	0	67	narrative	F
373	8	clip	0	67	narrative	F
386	11	instruction	1	21	narrative	R
397	8	clip	1	21	narrative	R
410	7	instruction	0	72	narrative	F
417	8	clip	0	72	narrative	F
430	7	instruction	0	86	narrative	F
437	8	clip	0	86	narrative	F
450	7	instruction	0	62	narrative	R
457	8	clip	0	62	narrative	R
470	7	instruction	0	63	narrative	F
477	8	clip	0	63	narrative	F
490	7	instruction	1	88	narrative	F
497	8	clip	1	88	narrative	F
510	9	instruction	0	85	narrative	F
519	8	clip	0	85	narrative	F
532	7	instruction	1	22	narrative	R
539	8	clip	1	22	narrative	R
552	9	instruction	1	109	narrative	F
561	8	clip	1	109	narrative	F
574	7	instruction	1	61	narrative	R
581	8	clip	1	61	narrative	R
594	7	instruction	1	24	narrative	F
601	8	clip	1	24	narrative	F
614	9	instruction	0	84	narrative	F
623	8	clip	0	84	narrative	F
636	9	instruction	0	83	narrative	F
645	8	clip	0	83	narrative	F
658	9	instruction	1	69	narrative	R
667	8	clip	1	69	narrative	R
680	7	instruction	1	23	narrative	R
687	8	clip	1	23	narrative	R
700	7	instruction	1	60	narrative	R
707	8	clip	1	60	narrative	R
720	11	instruction	0	81	narrative	F
731	8	clip	0	81	narrative	F
744	7	instruction	1	32	narrative	F
751	8	clip	1	32	narrative	F
764	7	instruction	0	29	narrative	F
771	8	clip	0	29	narrative	F
784	7	instruction	1	87	narrative	F
791	8	clip	1	87	narrative	F
804	9	instruction	1	96	narrative	F
813	8	clip	1	96	narrative	F
826	9	instruction	1	97	narrative	R
835	8	clip	1	97	narrative	R
848	11	instruction	0	80	narrative	F
859	8	clip	0	80	narrative	F
