onset	duration	trial_type	memorize	clip_id	clip_type	mem_type
12	7	instruction	1	44	narrative	F
19	8	clip	1	44	narrative	F
32	7	instruction	1	43	narrative	R
39	8	clip	1	43	narrative	R
52	11	instruction	0	69	narrative	R
63	8	clip	0	69	narrative	R
76	7	instruction	0	47	narrative	R
83	8	clip	0	47	narrative	R
96	7	instruction	0	55	narrative	F
103	8	clip	0	55	narrative	F
116	7	instruction	0	50	narrative	X
123	8	clip	0	50	narrative	X
136	9	instruction	0	63	narrative	F
145	8	clip	0	63	narrative	F
158	7	instruction	1	41	narrative	F
165	8	clip	1	41	narrative	F
178	7	instruction	0	51	narrative	F
185	8	clip	0	51	narrative	F
198	11	instruction	1	66	narrative	R
209	8	clip	1	66	narrative	R
222	7	instruction	0	46	narrative	R
229	8	clip	0	46	narrative	R
242	7	instruction	1	42	narrative	X
249	8	clip	1	42	narrative	X
262	7	instruction	0	48	narrative	R
269	8	clip	0	48	narrative	R
282	9	instruction	1	57	narrative	F
291	8	clip	1	57	narrative	F
304	7	instruction	1	40	narrative	F
311	8	clip	1	40	narrative	F
324	9	instruction	0	65	narrative	R
333	8	clip	0	65	narrative	R
346	7	instruction	1	45	narrative	F
353	8	clip	1	45	narrative	F
366	9	instruction	1	59	narrative	R
375	8	clip	1	59	narrative	R
388	7	instruction	0	49	narrative	R
395	8	clip	0	49	narrative	R
408	7	instruction	1	39	narrative	R
415	8	clip	1	39	narrative	R
428	11	instruction	0	150	control	control
439	8	clip	0	150	control	control
452	9	instruction	0	61	narrative	R
461	8	clip	0	61	narrative	R
474	7	instruction	1	37	narrative	F
481	8	clip	1	37	narrative	F
494	7	instruction	1	36	narrative	F
501	8	clip	1	36	narrative	F
514	9	instruction	1	60	narrative	R
523	8	clip	1	60	narrative	R
536	9	instruction	1	58	narrative	F
545	8	clip	1	58	narrative	F
558	11	instruction	0	70	narrative	F
569	8	clip	0	70	narrative	F
582	11	instruction	1	147	control	control
593	8	clip	1	147	control	control
606	11	instruction	0	148	control	control
617	8	clip	0	148	control	control
630	11	instruction	1	67	narrative	R
641	8	clip	1	67	narrative	R
654	9	instruction	0	62	narrative	F
663	8	clip	0	62	narrative	F
676	7	instruction	0	54	narrative	F
683	8	clip	0	54	narrative	F
696	9	instruction	1	56	narrative	F
705	8	clip	1	56	narrative	F
718	7	instruction	0	52	narrative	F
725	8	clip	0	52	narrative	F
738	7	instruction	1	38	narrative	F
745	8	clip	1	38	narrative	F
758	7	instruction	0	53	narrative	F
765	8	clip	0	53	narrative	F
778	9	instruction	0	64	narrative	F
787	8	clip	0	64	narrative	F
800	11	instruction	0	149	control	control
811	8	clip	0	149	control	control
824	11	instruction	1	68	narrative	F
835	8	clip	1	68	narrative	F
848	11	instruction	1	146	control	control
859	8	clip	1	146	control	control
